课程号,课程名,课序号,学时,学分,老师
TREC563019,博弈论与信息经济学,01,32,2,王锋
JZSJ900124,科研训练-2,01,32,1,丁卫
LAWS302424,中国法律史,01,32,2,杜军强
LAWS302624,国际法（英）,01,32,2,"单文华,谷婀娜"
LAWS401624,劳动与社会保障法学,01,32,2,王玉苹
LAWS403124,法律诊所,01,0,2,"张紫薇,苟学珍"
LAWS403224,商法学,01,48,3,楼晓
LAWS403424,国际经济法学,01,48,3,林雪贞
LAWS403624,经济法,01,48,3,"齐鹏,王碧"
LAWS403724,民法学与民事诉讼法学,01,48,3,聂卫锋
LAWS403824,法理学,01,48,3,苟学珍
LAWS404124,法律职业伦理,01,32,2,王碧
LAWS404224,国际私法学（英）,01,32,2,郭剑萍
LAWS404324,国际经济法学,01,32,2,陈虹睿
LAWS404524,国际经济法学（英）,01,32,2,"王鹏,谷婀娜"
LAWS404724,国际私法学,01,32,2,李万强
LAWS405124,知识产权法Ⅰ,01,32,2,李晓鸣
LAWS405824,知识产权法Ⅱ,01,32,2,周方
LAWS406624,刑法分论,01,48,3,苏青
LAWS406724,民法分论,01,64,4,"薛华,马宁,曹晓路"
LAWS406724,民法分论,02,64,4,"薛华,曹晓路,马宁"
LAWS406924,商法,01,32,2,楼晓
LAWS406924,商法,02,32,2,王玥
LAWS407724,经济法,01,32,2,"吴锐,苟学珍"
LAWS407724,经济法,02,32,2,冯宪芬
LAWS500124,当代国际关系,01,32,2,王鹏
LAWS500424,外国法制史,01,32,2,王玉苹
LAWS500524,立法学,01,32,2,张艾思
LAWS500924,法律方法,01,32,2,季雪亮
LAWS501224,亲属与继承法,01,32,2,曹晓路
LAWS501324,公司法,01,32,2,张冰
LAWS501424,金融法,01,32,2,曹毅搏
LAWS501824,信息安全法学,01,32,2,王玥
LAWS503824,律师制度与实务,01,32,2,王新雷
LAWS505524,国际投资法,01,32,2,"单文华,张生"
LAWS506124,侵权法,01,32,2,聂卫锋
LAWS506824,国际知识产权法,01,32,2,权彦敏
LAWS507524,国际投资法（英）,01,32,2,"杜娟,张生"
LAWS508224,国际商法,01,32,2,陈虹睿
LAWS510624,英美案例选读,01,32,2,冯雪
LAWS510724,法律翻译与法律英语写作,01,32,2,张紫薇
LAWS900324,法庭辩论与法律谈判,01,32,1,"李晓鸣,寿媛君"
LAWS900424,法律诊所,01,32,1,"苟学珍,张紫薇"
CORE100200,生命与伦理,01,32,2,"冯亮,宋彬,王玥,雒自新,魏琳"
CORE100200,生命与伦理,02,32,2,"宋彬,王玥,冯亮,雒自新,魏琳"
CORE101500,论语的智慧,01,32,2,陆卫明
GNED107714,西迁精神与大学文化,01,16,1,"苏玉波,成进,梁辉,史瑞琼,杨澜涛,程洪莉,李重"
GNED107914,中华民族共同体概论,01,32,2,"李婧,徐慧,燕连福"
JZSJ200114,课程设计,01,0,1,宋希斌
MLMD100214,中国近现代史纲要,01,32,2,宋欢迎
MLMD100214,中国近现代史纲要,02,32,2,宋欢迎
MLMD100214,中国近现代史纲要,03,32,2,靳小勇
MLMD100214,中国近现代史纲要,04,32,2,张铁云
MLMD100214,中国近现代史纲要,05,32,2,张铁云
MLMD100214,中国近现代史纲要,06,32,2,宋希斌
MLMD100214,中国近现代史纲要,07,32,2,宋希斌
MLMD100214,中国近现代史纲要,08,32,2,宋希斌
MLMD100214,中国近现代史纲要,09,32,2,宋希斌
MLMD100214,中国近现代史纲要,10,32,2,郝一博
MLMD100214,中国近现代史纲要,11,32,2,赵斌
MLMD100214,中国近现代史纲要,12,32,2,赵斌
MLMD100214,中国近现代史纲要,13,32,2,赵斌
MLMD100214,中国近现代史纲要,14,32,2,赵斌
MLMD100214,中国近现代史纲要,15,32,2,赵斌
MLMD100214,中国近现代史纲要,16,32,2,靳小勇
MLMD100214,中国近现代史纲要,17,32,2,靳小勇
MLMD100214,中国近现代史纲要,18,32,2,靳小勇
MLMD100214,中国近现代史纲要,19,32,2,马金玲
MLMD100214,中国近现代史纲要,20,32,2,张铁云
MLMD100214,中国近现代史纲要,21,32,2,何瑞
MLMD100214,中国近现代史纲要,22,32,2,何瑞
MLMD100214,中国近现代史纲要,23,32,2,何瑞
MLMD100214,中国近现代史纲要,24,32,2,何瑞
MLMD100214,中国近现代史纲要,25,32,2,何瑞
MLMD100214,中国近现代史纲要,26,32,2,何瑞
MLMD100214,中国近现代史纲要,27,32,2,何瑞
MLMD100214,中国近现代史纲要,28,32,2,达雅楠
MLMD100214,中国近现代史纲要,29,32,2,达雅楠
MLMD100214,中国近现代史纲要,30,32,2,郭怡菲
MLMD100214,中国近现代史纲要,31,32,2,郭怡菲
MLMD100214,中国近现代史纲要,32,32,2,高武
MLMD100214,中国近现代史纲要,33,32,2,刘哲民
MLMD100214,中国近现代史纲要,34,32,2,刘哲民
MLMD100214,中国近现代史纲要,35,32,2,刘哲民
MLMD100214,中国近现代史纲要,36,32,2,刘哲民
MLMD100214,中国近现代史纲要,37,32,2,刘哲民
MLMD100214,中国近现代史纲要,38,32,2,刘哲民
MLMD100214,中国近现代史纲要,39,32,2,王书吟
MLMD100214,中国近现代史纲要,40,32,2,王书吟
MLMD100214,中国近现代史纲要,41,32,2,王书吟
MLMD100214,中国近现代史纲要,42,32,2,王书吟
MLMD100214,中国近现代史纲要,43,32,2,王书吟
MLMD100214,中国近现代史纲要,44,32,2,王书吟
MLMD100214,中国近现代史纲要,45,32,2,王书吟
MLMD100214,中国近现代史纲要,46,32,2,李园园
MLMD100214,中国近现代史纲要,47,32,2,李园园
MLMD100214,中国近现代史纲要,48,32,2,李园园
MLMD100214,中国近现代史纲要,49,32,2,李园园
MLMD100214,中国近现代史纲要,50,32,2,李园园
MLMD100214,中国近现代史纲要,51,32,2,李园园
MLMD100214,中国近现代史纲要,52,32,2,李园园
MLMD100214,中国近现代史纲要,53,32,2,郝一博
MLMD100214,中国近现代史纲要,54,32,2,郝一博
MLMD100214,中国近现代史纲要,55,32,2,郝一博
MLMD100214,中国近现代史纲要,56,32,2,郝一博
MLMD100214,中国近现代史纲要,57,32,2,郝一博
MLMD100214,中国近现代史纲要,58,32,2,郝一博
MLMD100214,中国近现代史纲要,59,32,2,宋希斌
MLMD100214,中国近现代史纲要,60,32,2,马金玲
MLMD100214,中国近现代史纲要,61,32,2,马金玲
MLMD100214,中国近现代史纲要,62,32,2,靳小勇
MLMD100214,中国近现代史纲要,63,32,2,马金玲
MLMD100214,中国近现代史纲要,64,32,2,高武
MLMD100214,中国近现代史纲要,65,32,2,高武
MLMD190814,形势与政策2（民族预科）,01,32,2,李家胜
MLMD191014,形势与政策,01,32,2,李家胜
MLMD191014,形势与政策,02,32,2,李家胜
MLMD191014,形势与政策,03,32,2,李家胜
MLMD191014,形势与政策,04,32,2,李家胜
MLMD191014,形势与政策,05,32,2,李家胜
MLMD191014,形势与政策,06,32,2,李家胜
MLMD191014,形势与政策,07,32,2,李家胜
MLMD191014,形势与政策,08,32,2,李家胜
MLMD191014,形势与政策,09,32,2,李家胜
MLMD191014,形势与政策,10,32,2,李家胜
MLMD191014,形势与政策,11,32,2,李家胜
MLMD191014,形势与政策,12,32,2,李家胜
MLMD191014,形势与政策,13,32,2,李家胜
MLMD191014,形势与政策,14,32,2,李家胜
MLMD191014,形势与政策,15,32,2,李家胜
MLMD191014,形势与政策,16,32,2,李家胜
MLMD191014,形势与政策,17,32,2,李家胜
MLMD191014,形势与政策,18,32,2,李家胜
MLMD191014,形势与政策,19,32,2,李家胜
MLMD191014,形势与政策,20,32,2,李家胜
MLMD191014,形势与政策,21,32,2,李家胜
MLMD191014,形势与政策,22,32,2,李家胜
MLMD191014,形势与政策,23,32,2,李家胜
MLMD191014,形势与政策,24,32,2,李家胜
MLMD191014,形势与政策,25,32,2,李家胜
MLMD191014,形势与政策,26,32,2,李家胜
MLMD191014,形势与政策,27,32,2,李家胜
MLMD191014,形势与政策,28,32,2,李家胜
MLMD191014,形势与政策,29,32,2,李家胜
MLMD191014,形势与政策,30,32,2,李家胜
MLMD191014,形势与政策,31,32,2,李家胜
MLMD191014,形势与政策,32,32,2,李家胜
MLMD191014,形势与政策,33,32,2,李家胜
MLMD191014,形势与政策,34,32,2,李家胜
MLMD191014,形势与政策,35,32,2,李家胜
MLMD191014,形势与政策,36,32,2,李家胜
MLMD191014,形势与政策,37,32,2,李家胜
MLMD191014,形势与政策,38,32,2,李家胜
MLMD191014,形势与政策,39,32,2,李家胜
MLMD191014,形势与政策,40,32,2,李家胜
MLMD191014,形势与政策,41,32,2,李家胜
MLMD191014,形势与政策,42,32,2,李家胜
MLMD191014,形势与政策,43,32,2,李家胜
MLMD191014,形势与政策,44,32,2,李家胜
MLMD191014,形势与政策,45,32,2,李家胜
MLMD191014,形势与政策,46,32,2,李家胜
MLMD191014,形势与政策,47,32,2,李家胜
MLMD191014,形势与政策,48,32,2,李家胜
MLMD191014,形势与政策,49,32,2,李家胜
MLMD196614,马克思主义基本原理,01,48,3,刘占虎
MLMD196614,马克思主义基本原理,02,48,3,刘占虎
MLMD196614,马克思主义基本原理,03,48,3,李永胜
MLMD196614,马克思主义基本原理,04,48,3,景奎
MLMD196614,马克思主义基本原理,05,48,3,樊晓燕
MLMD196614,马克思主义基本原理,06,48,3,樊晓燕
MLMD196614,马克思主义基本原理,07,48,3,马小虎
MLMD196614,马克思主义基本原理,08,48,3,马小虎
MLMD196614,马克思主义基本原理,09,48,3,马小虎
MLMD196614,马克思主义基本原理,10,48,3,李超阳
MLMD196614,马克思主义基本原理,11,48,3,李超阳
MLMD196614,马克思主义基本原理,12,48,3,李超阳
MLMD196614,马克思主义基本原理,13,48,3,李超阳
MLMD196614,马克思主义基本原理,14,48,3,刘婧鸣
MLMD196614,马克思主义基本原理,15,48,3,刘婧鸣
MLMD196614,马克思主义基本原理,16,48,3,刘婧鸣
MLMD196614,马克思主义基本原理,17,48,3,刘婧鸣
MLMD196614,马克思主义基本原理,18,48,3,唐敏
MLMD196614,马克思主义基本原理,19,48,3,唐敏
MLMD196614,马克思主义基本原理,20,48,3,卫离东
MLMD196614,马克思主义基本原理,21,48,3,唐敏
MLMD196614,马克思主义基本原理,22,48,3,王亮
MLMD196614,马克思主义基本原理,23,48,3,王亮
MLMD196614,马克思主义基本原理,24,48,3,范玉仙
MLMD196614,马克思主义基本原理,25,48,3,范玉仙
MLMD196614,马克思主义基本原理,26,48,3,景奎
MLMD196614,马克思主义基本原理,27,48,3,景奎
MLMD196614,马克思主义基本原理,28,48,3,李永胜
MLMD196614,马克思主义基本原理,29,48,3,胡晓迪
MLMD196614,马克思主义基本原理,30,48,3,胡晓迪
MLMD196614,马克思主义基本原理,31,48,3,胡晓迪
MLMD196614,马克思主义基本原理,32,48,3,梁军
MLMD196614,马克思主义基本原理,33,48,3,孟书敏
MLMD196614,马克思主义基本原理,34,48,3,孟书敏
MLMD196614,马克思主义基本原理,35,48,3,吴鹏
MLMD196614,马克思主义基本原理,36,48,3,吴鹏
MLMD196614,马克思主义基本原理,37,48,3,杨梦瑶
MLMD196614,马克思主义基本原理,38,48,3,李天姿
MLMD196614,马克思主义基本原理,39,48,3,李重
MLMD196614,马克思主义基本原理,40,48,3,王哲
MLMD196614,马克思主义基本原理,41,48,3,王哲
MLMD196614,马克思主义基本原理,42,48,3,寇爱林
MLMD196614,马克思主义基本原理,43,48,3,寇爱林
MLMD196614,马克思主义基本原理,44,48,3,寇爱林
MLMD196614,马克思主义基本原理,45,48,3,"王建辉,王舒傲"
MLMD196614,马克思主义基本原理,46,48,3,"王建辉,郭怡菲"
MLMD196614,马克思主义基本原理,47,48,3,王舒傲
MLMD196614,马克思主义基本原理,48,48,3,王舒傲
MLMD196614,马克思主义基本原理,49,48,3,郭怡菲
MLMD196614,马克思主义基本原理,50,48,3,郭怡菲
MLMD196614,马克思主义基本原理,51,48,3,丁中正
MLMD196614,马克思主义基本原理,52,48,3,丁中正
MLMD196614,马克思主义基本原理,53,48,3,马小虎
MLMD196614,马克思主义基本原理,54,48,3,杨栋
MLMD196614,马克思主义基本原理,55,48,3,李天姿
MLMD196614,马克思主义基本原理,56,48,3,杨梦瑶
MLMD196614,马克思主义基本原理,57,48,3,杨梦瑶
MLMD196614,马克思主义基本原理,58,48,3,杨梦瑶
MLMD196614,马克思主义基本原理,59,48,3,赵琛
MLMD196614,马克思主义基本原理,60,48,3,赵琛
MLMD196614,马克思主义基本原理,61,48,3,林星
MLMD196614,马克思主义基本原理,62,48,3,林星
MLMD196614,马克思主义基本原理,63,48,3,李晶
MLMD196614,马克思主义基本原理,64,48,3,李晶
MLMD196614,马克思主义基本原理,65,48,3,黄敏
MLMD196614,马克思主义基本原理,66,48,3,黄敏
MLMD196614,马克思主义基本原理,67,48,3,黄敏
MLMD196614,马克思主义基本原理,68,48,3,卫离东
MLMD196614,马克思主义基本原理,69,48,3,卫离东
MLMD196614,马克思主义基本原理,70,48,3,卫离东
MLMD196614,马克思主义基本原理,71,48,3,丁中正
MLMD199314,习近平新时代中国特色社会主义思想概论,01,48,3,陈建兵
MLMD199314,习近平新时代中国特色社会主义思想概论,02,48,3,陈建兵
MLMD199314,习近平新时代中国特色社会主义思想概论,03,48,3,杜晓燕
MLMD199314,习近平新时代中国特色社会主义思想概论,04,48,3,杜晓燕
MLMD199314,习近平新时代中国特色社会主义思想概论,05,48,3,赵金瑞
MLMD199314,习近平新时代中国特色社会主义思想概论,06,48,3,赵金瑞
MLMD199314,习近平新时代中国特色社会主义思想概论,07,48,3,"金新,王琼"
MLMD199314,习近平新时代中国特色社会主义思想概论,08,48,3,"金新,王琼"
MLMD199314,习近平新时代中国特色社会主义思想概论,09,48,3,张振
MLMD199314,习近平新时代中国特色社会主义思想概论,10,48,3,张振
MLMD199314,习近平新时代中国特色社会主义思想概论,11,48,3,张振
MLMD199314,习近平新时代中国特色社会主义思想概论,12,48,3,李朝鹏
MLMD199314,习近平新时代中国特色社会主义思想概论,13,48,3,李朝鹏
MLMD199314,习近平新时代中国特色社会主义思想概论,04,48,3,杜晓燕
MLMD199314,习近平新时代中国特色社会主义思想概论,05,48,3,赵金瑞
MLMD199314,习近平新时代中国特色社会主义思想概论,06,48,3,赵金瑞
MLMD199314,习近平新时代中国特色社会主义思想概论,07,48,3,"金新,王琼"
MLMD199314,习近平新时代中国特色社会主义思想概论,08,48,3,"金新,王琼"
MLMD199314,习近平新时代中国特色社会主义思想概论,20,48,3,陆淑敏
MLMD199314,习近平新时代中国特色社会主义思想概论,21,48,3,"曹芳,赵军义"
MLMD199314,习近平新时代中国特色社会主义思想概论,22,48,3,王维国
MLMD199314,习近平新时代中国特色社会主义思想概论,23,48,3,曹芳
MLMD199314,习近平新时代中国特色社会主义思想概论,24,48,3,曹芳
MLMD199314,习近平新时代中国特色社会主义思想概论,25,48,3,邱雨
MLMD199314,习近平新时代中国特色社会主义思想概论,26,48,3,邱雨
MLMD199314,习近平新时代中国特色社会主义思想概论,27,48,3,赵军义
MLMD199314,习近平新时代中国特色社会主义思想概论,28,48,3,赵军义
MLMD199314,习近平新时代中国特色社会主义思想概论,29,48,3,王欢
MLMD199314,习近平新时代中国特色社会主义思想概论,30,48,3,王欢
MLMD199314,习近平新时代中国特色社会主义思想概论,31,48,3,冯晔
MLMD199314,习近平新时代中国特色社会主义思想概论,32,48,3,冯晔
MLMD199314,习近平新时代中国特色社会主义思想概论,33,48,3,雷巧玲
MLMD199314,习近平新时代中国特色社会主义思想概论,34,48,3,雷巧玲
MLMD199314,习近平新时代中国特色社会主义思想概论,35,48,3,王永香
MLMD199314,习近平新时代中国特色社会主义思想概论,36,48,3,王永香
MLMD199314,习近平新时代中国特色社会主义思想概论,37,48,3,"刘源,钟湘鸿"
MLMD199314,习近平新时代中国特色社会主义思想概论,38,48,3,钟湘鸿
MLMD199314,习近平新时代中国特色社会主义思想概论,39,48,3,辛文
MLMD199314,习近平新时代中国特色社会主义思想概论,40,48,3,辛文
MLMD199314,习近平新时代中国特色社会主义思想概论,41,48,3,刘静
MLMD199314,习近平新时代中国特色社会主义思想概论,42,48,3,刘静
MLMD199314,习近平新时代中国特色社会主义思想概论,43,48,3,郭小铭
MLMD199314,习近平新时代中国特色社会主义思想概论,44,48,3,郭小铭
MLMD199314,习近平新时代中国特色社会主义思想概论,45,48,3,郭小铭
MLMD199314,习近平新时代中国特色社会主义思想概论,46,48,3,王茜
MLMD199314,习近平新时代中国特色社会主义思想概论,47,48,3,王茜
MLMD199314,习近平新时代中国特色社会主义思想概论,48,48,3,叶明
MLMD199314,习近平新时代中国特色社会主义思想概论,49,48,3,叶明
MLMD199314,习近平新时代中国特色社会主义思想概论,50,48,3,杨亚萍
MLMD199314,习近平新时代中国特色社会主义思想概论,51,48,3,杨亚萍
MLMD199314,习近平新时代中国特色社会主义思想概论,52,48,3,何元茂
MLMD199314,习近平新时代中国特色社会主义思想概论,53,48,3,马溯川
MLMD199314,习近平新时代中国特色社会主义思想概论,54,48,3,马溯川
MLMD199314,习近平新时代中国特色社会主义思想概论,55,48,3,何元茂
MLMD199314,习近平新时代中国特色社会主义思想概论,56,48,3,冯峥
MLMD199314,习近平新时代中国特色社会主义思想概论,57,48,3,冯峥
MLMD199314,习近平新时代中国特色社会主义思想概论,58,48,3,田建军
MLMD199314,习近平新时代中国特色社会主义思想概论,59,48,3,田建军
MLMD199314,习近平新时代中国特色社会主义思想概论,60,48,3,孙宝玉
MLMD199314,习近平新时代中国特色社会主义思想概论,61,48,3,孙宝玉
MLMD199314,习近平新时代中国特色社会主义思想概论,62,48,3,孙宝玉
MLMD199314,习近平新时代中国特色社会主义思想概论,63,48,3,刘哲民
MLMD199314,习近平新时代中国特色社会主义思想概论,64,48,3,刘哲民
MLMD199314,习近平新时代中国特色社会主义思想概论,66,48,3,刘哲民
MLMD199314,习近平新时代中国特色社会主义思想概论,67,48,3,刘哲民
MLMD199314,习近平新时代中国特色社会主义思想概论,68,48,3,刘哲民
MLMD402814,中共党史,01,48,3,"陆卫明,田建军,杜晓燕"
MLMD402914,思想政治教育原理与方法研究,01,48,3,"杨华,马忠,燕连福,朱旭,高飞,冯亮,雒自新,武星星"
MLMD403114,西方哲学史,01,48,3,寇爱林
MLMD403714,马克思主义哲学经典著作选读,01,48,3,"燕连福,李重,苏玉波,郑冬芳,王维国"
MLMD403914,马克思主义哲学原理,01,48,3,吴鹏
MLMD502414,现代西方经济学流派,01,48,3,樊晓燕
MLMD199314,习近平新时代中国特色社会主义思想概论,64,48,3,刘哲民
MLMD503414,当代中国政府与政治,01,32,2,王维国
MLMD503514,马克思主义与当代社会思潮,01,48,3,王哲
PHLS100914,医学伦理学,01,32,2,"魏琳,冯亮,宋彬"
PHLS100914,医学伦理学,02,32,2,"魏琳,冯亮,宋彬"
PHLS100914,医学伦理学,03,32,2,"魏琳,冯亮,宋彬"
POLI100214,政治经济学,01,48,3,刘儒
POLI102114,形策2025春（专题十一： 两会精神：以人口高质量发展支撑中国式现代化 )武星星,01,2,0,武星星
POLI102114,形策2025春（专题十一： 两会精神：以人口高质量发展支撑中国式现代化 )武星星,02,2,0,武星星
POLI102114,形策2025春（专题十一： 两会精神：以人口高质量发展支撑中国式现代化 )武星星,03,2,0,武星星
POLI102114,形策2025春（专题十一： 两会精神：以人口高质量发展支撑中国式现代化 )武星星,04,2,0,武星星
POLI102114,形策2025春（专题十一： 两会精神：以人口高质量发展支撑中国式现代化 )武星星,05,2,0,武星星
POLI102114,形策2025春（专题十一： 两会精神：以人口高质量发展支撑中国式现代化 )武星星,06,2,0,武星星
POLI102114,形策2025春（专题十一： 两会精神：以人口高质量发展支撑中国式现代化 )武星星,07,2,0,武星星
POLI102114,形策2025春（专题十一： 两会精神：以人口高质量发展支撑中国式现代化 )武星星,08,2,0,武星星
POLI102114,形策2025春（专题十一： 两会精神：以人口高质量发展支撑中国式现代化 )武星星,09,2,0,武星星
POLI102114,形策2025春（专题十一： 两会精神：以人口高质量发展支撑中国式现代化 )武星星,10,2,0,武星星
POLI102214,形策2025春（专题九：加快建设教育强国）张丹,01,2,0,张丹
POLI102214,形策2025春（专题九：加快建设教育强国）张丹,02,2,0,张丹
POLI102214,形策2025春（专题九：加快建设教育强国）张丹,03,2,0,张丹
POLI102214,形策2025春（专题九：加快建设教育强国）张丹,04,2,0,张丹
POLI102214,形策2025春（专题九：加快建设教育强国）张丹,05,2,0,张丹
POLI102214,形策2025春（专题九：加快建设教育强国）张丹,06,2,0,张丹
POLI102314,形策2025春（专题十六：当前我国社会思潮新趋势及其影响）陈永华,01,2,0,陈永华
POLI102314,形策2025春（专题十六：当前我国社会思潮新趋势及其影响）陈永华,02,2,0,陈永华
POLI102414,形策2025春（专题十四：新一轮科技革命的趋势与影响）刘珈彤,01,2,0,刘珈彤
POLI102414,形策2025春（专题十四：新一轮科技革命的趋势与影响）刘珈彤,02,2,0,刘珈彤
POLI102414,形策2025春（专题十四：新一轮科技革命的趋势与影响）刘珈彤,03,2,0,刘珈彤
POLI102414,形策2025春（专题十四：新一轮科技革命的趋势与影响）刘珈彤,04,2,0,刘珈彤
POLI102214,形策2025春（专题九：加快建设教育强国）张丹,03,2,0,张丹
POLI102214,形策2025春（专题九：加快建设教育强国）张丹,04,2,0,张丹
POLI102214,形策2025春（专题九：加快建设教育强国）张丹,05,2,0,张丹
POLI102414,形策2025春（专题十四：新一轮科技革命的趋势与影响）刘珈彤,08,2,0,刘珈彤
POLI102514,形策2025春（专题二：全球治理体系变革）朱旭,01,2,0,朱旭
POLI102514,形策2025春（专题二：全球治理体系变革）朱旭,02,2,0,朱旭
POLI102514,形策2025春（专题二：全球治理体系变革）朱旭,03,2,0,朱旭
POLI102514,形策2025春（专题二：全球治理体系变革）朱旭,04,2,0,朱旭
POLI102614,形策2025春（专题六：当前我国社会思潮新趋势及其影响）高飞,01,2,0,高飞
POLI102614,形策2025春（专题六：当前我国社会思潮新趋势及其影响）高飞,02,2,0,高飞
POLI102614,形策2025春（专题六：当前我国社会思潮新趋势及其影响）高飞,03,2,0,高飞
POLI102614,形策2025春（专题六：当前我国社会思潮新趋势及其影响）高飞,04,2,0,高飞
POLI102614,形策2025春（专题六：当前我国社会思潮新趋势及其影响）高飞,05,2,0,高飞
POLI102614,形策2025春（专题六：当前我国社会思潮新趋势及其影响）高飞,06,2,0,高飞
POLI102714,形策2025春（专题五：台湾问题与两岸关系）李家胜,01,2,0,李家胜
POLI102714,形策2025春（专题五：台湾问题与两岸关系）李家胜,02,2,0,李家胜
POLI102714,形策2025春（专题五：台湾问题与两岸关系）李家胜,03,2,0,李家胜
POLI102714,形策2025春（专题五：台湾问题与两岸关系）李家胜,04,2,0,李家胜
POLI102714,形策2025春（专题五：台湾问题与两岸关系）李家胜,05,2,0,李家胜
POLI102714,形策2025春（专题五：台湾问题与两岸关系）李家胜,06,2,0,李家胜
POLI102814,形策2025春（专题十：加快建设社会主义文化强国）冯亮,01,2,0,冯亮
POLI102814,形策2025春（专题十：加快建设社会主义文化强国）冯亮,02,2,0,冯亮
POLI102814,形策2025春（专题十：加快建设社会主义文化强国）冯亮,03,2,0,冯亮
POLI102814,形策2025春（专题十：加快建设社会主义文化强国）冯亮,04,2,0,冯亮
POLI102814,形策2025春（专题十：加快建设社会主义文化强国）冯亮,05,2,0,冯亮
POLI102814,形策2025春（专题十：加快建设社会主义文化强国）冯亮,06,2,0,冯亮
POLI102914,形策2025春（专题一：新一轮科技革命的趋势与影响）杨华,01,2,0,杨华
POLI102914,形策2025春（专题一：新一轮科技革命的趋势与影响）杨华,02,2,0,杨华
POLI102914,形策2025春（专题一：新一轮科技革命的趋势与影响）杨华,03,2,0,杨华
POLI102914,形策2025春（专题一：新一轮科技革命的趋势与影响）杨华,04,2,0,杨华
POLI103014,形策2025春（专题十二：新一轮科技革命的趋势与影响）岳潇,01,2,0,岳潇
POLI103014,形策2025春（专题十二：新一轮科技革命的趋势与影响）岳潇,02,2,0,岳潇
POLI103014,形策2025春（专题十二：新一轮科技革命的趋势与影响）岳潇,03,2,0,岳潇
POLI103014,形策2025春（专题十二：新一轮科技革命的趋势与影响）岳潇,04,2,0,岳潇
POLI103014,形策2025春（专题十二：新一轮科技革命的趋势与影响）岳潇,05,2,0,岳潇
POLI103014,形策2025春（专题十二：新一轮科技革命的趋势与影响）岳潇,06,2,0,岳潇
POLI103014,形策2025春（专题十二：新一轮科技革命的趋势与影响）岳潇,07,2,0,岳潇
POLI103014,形策2025春（专题十二：新一轮科技革命的趋势与影响）岳潇,08,2,0,岳潇
POLI103014,形策2025春（专题十二：新一轮科技革命的趋势与影响）岳潇,10,2,0,岳潇
POLI103114,形策2025春（专题四：当前我国经济形势与就业形势）段朱清,01,2,0,段朱清
POLI103114,形策2025春（专题四：当前我国经济形势与就业形势）段朱清,02,2,0,段朱清
POLI103114,形策2025春（专题四：当前我国经济形势与就业形势）段朱清,03,2,0,段朱清
POLI103114,形策2025春（专题四：当前我国经济形势与就业形势）段朱清,04,2,0,段朱清
POLI103114,形策2025春（专题四：当前我国经济形势与就业形势）段朱清,05,2,0,段朱清
POLI103114,形策2025春（专题四：当前我国经济形势与就业形势）段朱清,06,2,0,段朱清
POLI103114,形策2025春（专题四：当前我国经济形势与就业形势）段朱清,07,2,0,段朱清
POLI103114,形策2025春（专题四：当前我国经济形势与就业形势）段朱清,08,2,0,段朱清
POLI103214,形策2025春（专题三：当前我国社会思潮新趋势及其影响）伊景冰,01,2,0,伊景冰
POLI103214,形策2025春（专题三：当前我国社会思潮新趋势及其影响）伊景冰,02,2,0,伊景冰
POLI103214,形策2025春（专题三：当前我国社会思潮新趋势及其影响）伊景冰,04,2,0,伊景冰
POLI103214,形策2025春（专题三：当前我国社会思潮新趋势及其影响）伊景冰,08,2,0,伊景冰
POLI103214,形策2025春（专题三：当前我国社会思潮新趋势及其影响）伊景冰,10,2,0,伊景冰
POLI103314,形策2025春（专题十三：新一轮科技革命的趋势与影响)李婧,02,2,0,李婧
POLI103314,形策2025春（专题十三：新一轮科技革命的趋势与影响)李婧,04,2,0,李婧
POLI103314,形策2025春（专题十三：新一轮科技革命的趋势与影响)李婧,06,2,0,李婧
POLI103314,形策2025春（专题十三：新一轮科技革命的趋势与影响)李婧,07,2,0,李婧
POLI103414,形策2025春（专题八：加快建设教育强国）梁珊,03,2,0,梁珊
POLI103414,形策2025春（专题八：加快建设教育强国）梁珊,06,2,0,梁珊
POLI103414,形策2025春（专题八：加快建设教育强国）梁珊,08,2,0,梁珊
POLI103414,形策2025春（专题八：加快建设教育强国）梁珊,10,2,0,梁珊
POLI103514,形策2025春（专题七：当前我国社会思潮新趋势及其影响）张楠,01,2,0,张楠
POLI103514,形策2025春（专题七：当前我国社会思潮新趋势及其影响）张楠,02,2,0,张楠
POLI103514,形策2025春（专题七：当前我国社会思潮新趋势及其影响）张楠,04,2,0,张楠
POLI103514,形策2025春（专题七：当前我国社会思潮新趋势及其影响）张楠,06,2,0,张楠
POLI103514,形策2025春（专题七：当前我国社会思潮新趋势及其影响）张楠,08,2,0,张楠
POLI103514,形策2025春（专题七：当前我国社会思潮新趋势及其影响）张楠,10,2,0,张楠
POLI103614,形策2025春（专题十五：建设教育强国）苏玉波,02,2,0,苏玉波
POLI103614,形策2025春（专题十五：建设教育强国）苏玉波,03,2,0,苏玉波
MATH010007,专业导论（数学类）,01,16,1,"郭士民,徐宗本,李丽敏,曾薇,喻达磊,杨树森,贾骏雄"
MATH200807,概率论,01,32,2,戴艳俊
MATH201307,数学建模I,01,58,3,乔琛
MATH201407,数学建模II,01,40,2,李换琴
MATH201607,数学物理方程,01,32,2,王宇莹
MATH201607,数学物理方程,02,32,2,王宇莹
MATH201607,数学物理方程,03,32,2,刘庆芳
MATH201607,数学物理方程,04,32,2,刘庆芳
MATH293207,线性代数,01,64,4,王仁振
